"","larv.LarvalID","larv.KnownAge","larv.ageOL2","larv.hatchDoY","larv.incubTime","larv.spawnDoY"
"1",4,NA,14.5573596078402,298.44264039216,6.14941,292.29323039216
"2",5,NA,14.1976756300953,298.802324369905,6.14941,292.652914369905
"3",13,NA,NA,NA,6.28948,NA
"4",14,NA,NA,NA,6.28948,NA
"5",15,NA,10.5109148582096,300.48908514179,6.28948,294.19960514179
"6",16,NA,11.8597297747531,299.140270225247,6.28948,292.850790225247
"7",17,NA,11.8597297747531,299.140270225247,6.28948,292.850790225247
"8",18,NA,NA,NA,6.28948,NA
"9",19,NA,NA,NA,6.14941,NA
"10",20,NA,NA,NA,6.14941,NA
"11",21,NA,NA,NA,6.14941,NA
"12",22,14,13.2984656857329,299.701534314267,6.14941,293.552124314267
"13",23,NA,13.2984656857329,299.701534314267,6.14941,293.552124314267
"14",24,NA,14.7372015967127,298.262798403287,6.14941,292.113388403287
"15",25,15,15.0968855744576,297.903114425542,6.14941,291.753704425542
"16",26,NA,14.7372015967127,298.262798403287,6.14941,292.113388403287
"17",27,NA,13.6581496634779,299.341850336522,6.14941,293.192440336522
"18",28,NA,14.7372015967127,298.262798403287,6.14941,292.113388403287
"19",68,NA,14.9170435855852,299.082956414415,6.09605,292.986906414415
"20",69,NA,14.3775176189677,299.622482381032,6.09605,293.526432381032
"21",70,NA,15.1328539722321,298.867146027768,6.09605,292.771096027768
"22",71,18,14.9170435855852,299.082956414415,6.09605,292.986906414415
"23",72,NA,14.7372015967127,299.262798403287,6.09605,293.166748403287
"24",73,19,15.636411541075,298.363588458925,6.09605,292.267538458925
"25",74,NA,15.0968855744576,298.903114425542,6.09605,292.807064425542
"26",75,NA,15.636411541075,298.363588458925,6.09605,292.267538458925
"27",76,16,15.2767275633301,298.72327243667,6.09605,292.62722243667
"28",77,15,15.4565695522026,303.543430447797,5.74254,297.800890447797
"29",78,16,15.8162535299475,303.183746470052,5.74254,297.441206470052
"30",79,NA,14.0178336412228,304.982166358777,5.74254,299.239626358777
"31",80,16,16.1759375076925,303.824062492308,6.50959,297.314472492308
"32",81,15,15.99609551882,304.00390448118,6.50959,297.49431448118
"33",82,NA,16.7154634743099,303.28453652569,6.50959,296.77494652569
"34",83,NA,15.8162535299475,304.183746470052,6.50959,297.674156470052
"35",84,NA,15.99609551882,304.00390448118,6.50959,297.49431448118
"36",85,NA,15.8162535299475,304.183746470052,6.50959,297.674156470052
"37",86,NA,16.3557794965649,303.644220503435,6.50959,297.134630503435
"38",87,NA,15.99609551882,304.00390448118,6.50959,297.49431448118
"39",88,18,16.2658585021287,303.734141497871,6.50959,297.224551497871
"40",89,NA,16.1759375076925,303.824062492308,6.50959,297.314472492308
"41",90,NA,15.99609551882,304.00390448118,6.50959,297.49431448118
"42",91,16,16.8953054631823,303.104694536818,6.50959,296.595104536818
"43",92,NA,15.4565695522026,304.543430447797,6.50959,298.033840447797
"44",93,NA,16.3557794965649,303.644220503435,6.50959,297.134630503435
"45",94,NA,15.8162535299475,304.183746470052,6.50959,297.674156470052
"46",95,NA,17.0751474520548,303.924852547945,6.24946,297.675392547945
"47",96,NA,17.7045944131085,303.295405586892,6.24946,297.045945586892
"48",97,19,18.5138833630346,302.486116636965,6.24946,296.236656636965
"49",98,22,19.7727772851419,301.227222714858,6.24946,294.977762714858
"50",99,19,19.053409329652,301.946590670348,6.24946,295.697130670348
"51",100,12,12.3992557413706,313.600744258629,7.47674,306.124004258629
"52",101,NA,11.6798877858807,314.320112214119,7.47674,306.843372214119
"53",102,15,11.3202038081357,314.679796191864,7.47674,307.203056191864
"54",103,NA,24.0889850180812,301.911014981919,7.47674,294.434274981919
"55",104,11,12.7589397191155,313.241060280884,7.47674,305.764320280884
"56",105,17,14.7372015967127,325.262798403287,9.31766,315.945138403287
"57",106,NA,12.2194137524981,313.780586247502,7.47674,306.303846247502
"58",107,11,11.8597297747531,314.140270225247,7.47674,306.663530225247
"59",108,17,16.3557794965649,310.644220503435,7.29665,303.347570503435
"60",109,14,16.4636846898884,310.536315310112,7.29665,303.239665310112
"61",110,14,16.6435266787609,310.356473321239,7.29665,303.059823321239
"62",111,12,13.6401654645906,313.359834535409,7.29665,306.063184535409
"63",112,12,13.1186236968604,314.88137630314,7.87694,307.00443630314
"64",113,NA,14.5573596078402,313.44264039216,7.87694,305.56570039216
"65",114,15,17.380878833138,310.619121166862,7.87694,302.742181166862
"66",115,NA,15.2767275633301,312.72327243667,7.87694,304.84633243667
"67",116,13,14.0178336412228,313.982166358777,7.87694,306.105226358777
"68",117,NA,16.3557794965649,311.644220503435,7.87694,303.767280503435
"69",118,NA,12.579097730243,315.420902269757,7.87694,307.543962269757
"70",119,NA,14.5573596078402,313.44264039216,7.87694,305.56570039216
"71",120,NA,13.8379916523503,314.16200834765,7.87694,306.28506834765
"72",121,NA,13.6581496634779,314.341850336522,7.87694,306.464910336522
"73",122,NA,14.5573596078402,313.44264039216,7.87694,305.56570039216
"74",123,NA,14.9170435855852,313.082956414415,7.87694,305.206016414415
"75",124,NA,17.0751474520548,310.924852547945,7.87694,303.047912547945
"76",125,13,14.3775176189677,313.622482381032,7.87694,305.745542381032
"77",126,13,14.1976756300953,313.802324369905,7.87694,305.925384369905
"78",127,NA,14.0178336412228,318.982166358777,6.66967,312.312496358777
"79",128,NA,14.7372015967127,318.262798403287,6.66967,311.593128403287
"80",129,NA,18.8735673407795,314.12643265922,6.66967,307.45676265922
"81",130,NA,15.4565695522026,317.543430447797,6.66967,310.873760447797
"82",131,15,14.5573596078402,318.44264039216,6.66967,311.77297039216
"83",132,NA,14.7372015967127,318.262798403287,6.66967,311.593128403287
"84",133,NA,13.8379916523503,325.16200834765,9.04419,316.11781834765
"85",134,NA,14.3591919317445,316.640808068256,5.5958,311.045008068256
"86",135,15,14.3591919317445,311.640808068256,7.76355,303.877258068256
"87",136,13,13.7286750057281,312.271324994272,7.76355,304.507774994272
"88",137,13,12.047296536351,313.952703463649,7.76355,306.189153463649
"89",138,14,15.0947950120969,310.905204987903,7.76355,303.141654987903
"90",139,15,16.0405704011215,308.959429598878,7.997,300.962429598878
"91",140,NA,15.199881166433,309.800118833567,7.997,301.803118833567
"92",141,22,19.6134996485478,305.386500351452,7.997,297.389500351452
